14412	OTH
14413	OTH
14414	OTH
14415	OTH
14416	OTH
14417	OTH
14418	OTH
14419	OTH
14420	OTH
14421	OTH
14422	OTH
14423	OTH
14424	OTH
14425	OTH
14426	OTH
14427	OTH
14428	OTH
14429	OTH
14430	OTH
14431	OTH
14432	OTH
14433	OTH
14434	OTH
14435	OTH
14436	OTH
14437	OTH
14438	OTH
14439	OTH
14440	OTH
14441	OTH
14442	OTH
14443	OTH
14444	OTH
14445	OTH
14446	OTH
14447	OTH
14448	OTH
14449	OTH
14450	OTH
14451	OTH
14452	OTH
14453	OTH
14454	OTH
14455	OTH
14456	OTH
14457	OTH
14458	OTH
14459	OTH
14460	OTH
14461	OTH
14462	OTH
14463	OTH
14464	OTH
14465	OTH
14466	OTH
14467	OTH
14468	OTH
14469	OTH
14470	OTH
14471	OTH
14472	OTH
14473	OTH
14474	OTH
14475	OTH
14476	OTH
14477	OTH
14478	OTH
14479	OTH
14480	OTH
14481	OTH
14482	OTH
14483	OTH
14484	OTH
14485	OTH
14486	OTH
14487	OTH
14488	OTH
14489	OTH
14490	OTH
14491	OTH
14492	OTH
14493	OTH
14494	OTH
14495	OTH
14496	OTH
14497	OTH
14498	OTH
14499	OTH
14500	OTH
14501	OTH
14502	OTH
14503	OTH
14504	OTH
14505	OTH
14506	OTH
14507	OTH
14508	OTH
14509	OTH
14510	OTH
14511	OTH
14512	OTH
14513	OTH
14514	OTH
14515	OTH
14516	OTH
14517	OTH
14518	OTH
14519	OTH
14520	OTH
14521	OTH
14522	OTH
14523	OTH
14524	OTH
14525	OTH
14526	OTH
14527	OTH
14528	OTH
14529	OTH
14530	OTH
14531	OTH
14532	OTH
14533	OTH
14534	OTH
14535	OTH
14536	OTH
14537	OTH
14538	OTH
14539	OTH
14540	OTH
14541	OTH
14542	OTH
14543	OTH
14544	OTH
14545	OTH
14546	OTH
14547	OTH
14548	OTH
14549	OTH
14550	OTH
14551	OTH
14552	OTH
14553	OTH
14554	OTH
14555	OTH
14556	OTH
14557	OTH
14558	OTH
14559	OTH
14560	OTH
14561	OTH
14562	OTH
14563	OTH
14564	OTH
14565	OTH
14566	OTH
14567	OTH
14568	OTH
14569	OTH
14570	OTH
14571	OTH
14572	OTH
14573	OTH
14574	OTH
14575	OTH
14576	OTH
14577	OTH
14578	OTH
14579	OTH
14580	OTH
14581	OTH
14582	OTH
14583	OTH
14584	OTH
14585	OTH
14586	OTH
14587	OTH
14588	OTH
14589	OTH
14590	OTH
14591	OTH
14592	OTH
14593	OTH
14594	OTH
14595	OTH
14596	OTH
14597	OTH
14598	OTH
14599	OTH
14600	OTH
14601	OTH
14602	OTH
14603	OTH
14604	OTH
14605	OTH
14606	OTH
14607	OTH
14608	OTH
14609	OTH
14610	OTH
14611	OTH
14612	OTH
14613	OTH
14614	SVE
14615	SVE
14616	SVE
14617	SVE
14618	SVE
14619	SVE
14620	SVE
14621	SVE
14622	SVE
14623	SVE
14624	SVE
14625	SVE
14626	SVE
14627	SVE
14628	SVE
14629	SVE
14630	SVE
14631	SVE
14632	SVE
14633	SVE
14634	SVE
14635	SVE
14636	SVE
14637	SVE
14638	SVE
14639	SVE
14640	SVE
14641	SVE
14642	SVE
14643	SVE
14644	SVE
14645	SVE
14646	SVE
14647	SVE
14648	SVE
14649	SVE
14650	SVE
14651	SVE
14652	SVE
14653	SVE
14654	SVE
14655	SVE
14656	SVE
14657	SVE
14658	SVE
14659	SVE
14660	SVE
14661	SVE
14662	SVE
14663	SVE
14664	SVE
14665	SVE
14666	SVE
14667	SVE
14668	SVE
14669	SVE
14670	SVE
14671	SVE
14672	SVE
14673	SVE
14674	SVE
14675	GSL
14676	GSL
14677	GSL
14678	GSL
14679	GSL
14680	GSL
14681	GSL
14682	GSL
14683	GSL
14684	GSL
14685	GSL
14686	GSL
14687	GSL
14688	GSL
14689	GSL
14690	GSL
14691	GSL
14692	GSL
14693	GSL
14694	GSL
14695	OTH
14696	OTH
14697	OTH
14698	OTH
14699	OTH
14700	OTH
14701	OTH
14702	OTH
14703	OTH
14704	OTH
14705	OTH
14706	OTH
14707	OTH
14708	OTH
14709	OTH
14710	OTH
14711	OTH
14712	OTH
14713	OTH
14714	OTH
14715	OTH
14716	OTH
14717	OTH
14718	OTH
14719	OTH
14720	OTH
14721	OTH
14722	OTH
14723	OTH
14724	OTH
14725	OTH
14726	OTH
14727	OTH
14728	OTH
14729	OTH
14730	OTH
14731	OTH
14732	OTH
14733	OTH
14734	OTH
14735	OTH
14736	OTH
14737	OTH
14738	OTH
14739	OTH
14740	OTH
14741	OTH
14742	OTH
14743	OTH
14744	OTH
14745	OTH
14746	OTH
14747	OTH
14748	OTH
14749	OTH
14750	OTH
14751	OTH
14752	OTH
14753	OTH
14754	OTH
14755	OTH
14756	OTH
14757	OTH
14758	OTH
14759	OTH
14760	OTH
14761	OTH
14762	OTH
14763	OTH
14764	OTH
14765	OTH
14766	OTH
14767	OTH
14768	OTH
14769	OTH
14770	OTH
14771	OTH
14772	OTH
14773	OTH
14774	OTH
14775	OTH
14776	OTH
14777	OTH
14778	OTH
14779	OTH
14780	OTH
14781	OTH
14782	OTH
14783	OTH
14784	OTH
14785	OTH
14786	OTH
14787	OTH
14788	OTH
14789	OTH
14790	OTH
14791	OTH
14792	OTH
14793	OTH
14794	OTH
14795	OTH
14796	OTH
14797	OTH
14798	OTH
14799	OTH
14800	OTH
14801	OTH
14802	OTH
14803	OTH
14804	OTH
14805	OTH
14806	OTH
14807	OTH
14808	OTH
14809	OTH
14810	OTH
14811	OTH
14812	OTH
14813	OTH
14814	OTH
14815	OTH
14816	OTH
14817	OTH
14818	OTH
14819	OTH
14820	OTH
14821	OTH
14822	OTH
14823	OTH
14824	OTH
14825	OTH
14826	OTH
14827	OTH
14828	OTH
14829	OTH
14830	OTH
14831	OTH
14832	OTH
14833	OTH
14834	OTH
14835	OTH
14836	OTH
14837	OTH
14838	OTH
14839	OTH
14840	OTH
14841	OTH
14842	OTH
14843	OTH
14844	OTH
14845	OTH
14846	OTH
14847	OTH
14848	OTH
14849	OTH
14850	OTH
14851	OTH
14852	OTH
14853	OTH
14854	OTH
14855	OTH
14856	OTH
14857	OTH
14858	OTH
14859	OTH
14860	OTH
14861	OTH
14862	OTH
14863	OTH
14864	OTH
14865	OTH
14866	OTH
14867	OTH
14868	OTH
14869	OTH
14870	OTH
14871	OTH
14872	OTH
14873	OTH
14874	OTH
14875	OTH
14876	OTH
14877	OTH
14878	OTH
14879	OTH
14880	OTH
14881	OTH
14882	OTH
14883	OTH
14884	OTH
14885	OTH
14886	OTH
14887	OTH
14888	OTH
14889	OTH
14890	OTH
14891	OTH
14892	OTH
14893	OTH
14894	OTH
14895	OTH
14896	OTH
14897	OTH
14898	OTH
14899	OTH
14900	OTH
14901	OTH
14902	OTH
14903	OTH
14904	OTH
14905	OTH
14906	OTH
14907	OTH
14908	OTH
14909	OTH
14910	OTH
14911	OTH
14912	OTH
14913	OTH
14914	OTH
14915	OTH
14916	OTH
14917	OTH
14918	OTH
14919	OTH
14920	OTH
14921	OTH
14922	OTH
14923	OTH
14924	OTH
14925	OTH
14926	OTH
14927	OTH
14928	OTH
14929	OTH
14930	OTH
14931	OTH
14932	OTH
14933	OTH
14934	OTH
14935	OTH
14936	OTH
14937	OTH
14938	OTH
14939	OTH
14940	OTH
14941	OTH
14942	OTH
14943	OTH
14944	OTH
14945	OTH
14946	OTH
14947	OTH
14948	OTH
14949	OTH
14950	OTH
14951	OTH
14952	OTH
14953	OTH
14954	OTH
14955	OTH
14956	OTH
14957	OTH
14958	OTH
14959	OTH
14960	OTH
14961	OTH
14962	OTH
14963	OTH
14964	OTH
14965	OTH
14966	OTH
14967	OTH
14968	OTH
14969	OTH
14970	OTH
14971	OTH
14972	OTH
14973	OTH
14974	OTH
14975	OTH
14976	OTH
14977	OTH
14978	OTH
14979	OTH
14980	OTH
14981	OTH
14982	OTH
14983	OTH
14984	OTH
14985	OTH
14986	OTH
14987	OTH
14988	OTH
14989	OTH
14990	OTH
14991	OTH
14992	OTH
14993	OTH
14994	OTH
14995	OTH
14996	OTH
14997	OTH
14998	OTH
14999	OTH
15000	OTH
15001	OTH
15002	OTH
15003	OTH
15004	OTH
15005	OTH
15006	OTH
15007	OTH
15008	OTH
15009	OTH
15010	OTH
15011	OTH
15012	OTH
15013	OTH
15014	OTH
15015	OTH
15016	OTH
15017	OTH
15018	OTH
15019	OTH
15020	OTH
15021	OTH
15022	OTH
15023	OTH
15024	OTH
15025	OTH
15026	OTH
15027	OTH
15028	OTH
15029	OTH
15030	OTH
15031	OTH
15032	OTH
15033	OTH
15034	OTH
15035	OTH
15036	OTH
15037	OTH
15038	OTH
15039	OTH
15040	OTH
15041	OTH
15042	OTH
15043	OTH
15044	OTH
15045	OTH
15046	OTH
15047	OTH
15048	OTH
15049	OTH
15050	OTH
15051	OTH
15052	OTH
15053	OTH
15054	OTH
15055	OTH
15056	OTH
15057	OTH
15058	OTH
15059	OTH
15060	OTH
15061	OTH
15062	OTH
15063	OTH
15064	OTH
15065	OTH
15066	OTH
15067	OTH
15068	OTH
15069	OTH
15070	OTH
15071	OTH
15072	OTH
15073	OTH
15074	OTH
15075	OTH
15076	OTH
15077	OTH
15078	OTH
15079	OTH
15080	OTH
15081	OTH
15082	OTH
15083	OTH
15084	OTH
15085	OTH
15086	OTH
15087	OTH
15088	OTH
15089	OTH
15090	OTH
15091	OTH
15092	OTH
15093	OTH
15094	OTH
15095	OTH
15096	OTH
15097	OTH
15098	OTH
15099	OTH
15100	OTH
15101	OTH
15102	OTH
15103	OTH
15104	OTH
15105	OTH
15106	OTH
15107	OTH
15108	OTH
15109	OTH
15110	OTH
15111	OTH
15112	OTH
15113	OTH
15114	OTH
15115	OTH
15116	OTH
15117	SVE
15118	SVE
15119	SVE
15120	SVE
15121	SVE
15122	SVE
15123	SVE
15124	SVE
15125	SVE
15126	SVE
15127	SVE
15128	SVE
15129	SVE
15130	SVE
15131	SVE
15132	SVE
15133	SVE
15134	SVE
15135	SVE
15136	SVE
15137	SVE
15138	SVE
15139	SVE
15140	SVE
15141	SVE
15142	SVE
15143	SVE
15144	SVE
15145	SVE
15146	SVE
15147	SVE
15148	SVE
15149	SVE
15150	SVE
15151	SVE
15152	SVE
15153	SVE
15154	SVE
15155	SVE
15156	GSR
15157	GSR
15158	GSR
15159	GSR
15160	GSR
15161	GSR
15162	GSR
15163	GSR
15164	GSR
15165	GSR
15166	GSR
15167	GSR
15168	GSR
15169	GSR
15170	GSR
15171	GSR
15172	GSR
15173	OTH
15174	OTH
15175	OTH
15176	OTH
15177	OTH
15178	OTH
15179	OTH
15180	OTH
15181	OTH
15182	OTH
15183	OTH
15184	OTH
15185	OTH
15186	OTH
15187	OTH
15188	OTH
15189	OTH
15190	OTH
15191	OTH
15192	OTH
15193	OTH
15194	OTH
15195	OTH
15196	OTH
15197	OTH
15198	OTH
15199	OTH
15200	OTH
15201	OTH
15202	OTH
15203	OTH
15204	OTH
15205	OTH
15206	OTH
15207	OTH
15208	OTH
15209	OTH
15210	OTH
15211	OTH
15212	OTH
15213	OTH
15214	OTH
15215	OTH
15216	OTH
15217	OTH
15218	OTH
15219	OTH
15220	OTH
15221	OTH
15222	OTH
15223	OTH
15224	OTH
15225	OTH
15226	OTH
15227	OTH
15228	OTH
15229	OTH
15230	OTH
15231	OTH
15232	OTH
15233	OTH
15234	OTH
15235	OTH
15236	OTH
15237	OTH
15238	OTH
15239	OTH
15240	OTH
15241	OTH
15242	OTH
15243	OTH
15244	OTH
15245	OTH
15246	OTH
15247	OTH
15248	OTH
15249	OTH
15250	OTH
15251	OTH
15252	OTH
15253	OTH
15254	OTH
15255	OTH
15256	OTH
15257	OTH
15258	OTH
15259	OTH
15260	OTH
15261	OTH
15262	OTH
15263	OTH
15264	OTH
15265	OTH
15266	OTH
15267	OTH
15268	OTH
15269	OTH
15270	OTH
15271	OTH
15272	OTH
15273	OTH
15274	OTH
15275	OTH
15276	OTH
15277	OTH
15278	OTH
15279	OTH
15280	OTH
15281	OTH
15282	OTH
15283	OTH
15284	OTH
15285	OTH
15286	OTH
15287	OTH
15288	OTH
15289	OTH
15290	OTH
15291	OTH
15292	OTH
15293	OTH
15294	OTH
15295	OTH
15296	OTH
15297	OTH
15298	OTH
15299	OTH
15300	OTH
15301	OTH
15302	OTH
15303	OTH
15304	OTH
15305	OTH
15306	OTH
15307	OTH
15308	OTH
15309	OTH
15310	OTH
15311	OTH
15312	OTH
15313	OTH
15314	OTH
15315	OTH
15316	OTH
15317	OTH
15318	OTH
15319	OTH
15320	OTH
15321	OTH
15322	OTH
15323	OTH
15324	OTH
15325	OTH
15326	OTH
15327	OTH
15328	OTH
15329	OTH
15330	OTH
15331	OTH
15332	OTH
15333	OTH
15334	OTH
15335	OTH
15336	OTH
15337	OTH
15338	OTH
15339	OTH
15340	OTH
15341	OTH
15342	OTH
15343	OTH
15344	OTH
15345	OTH
15346	OTH
15347	OTH
15348	OTH
15349	OTH
15350	OTH
15351	OTH
15352	OTH
15353	OTH
15354	OTH
15355	OTH
15356	OTH
15357	OTH
15358	OTH
15359	OTH
15360	OTH
15361	OTH
15362	OTH
15363	OTH
15364	OTH
15365	OTH
15366	OTH
15367	OTH
15368	OTH
15369	OTH
15370	OTH
15371	OTH
15372	OTH
15373	OTH
15374	OTH
15375	OTH
15376	OTH
15377	OTH
15378	OTH
15379	OTH
15380	OTH
15381	OTH
15382	OTH
15383	OTH
15384	OTH
15385	OTH
15386	OTH
15387	OTH
15388	OTH
15389	OTH
15390	OTH
15391	OTH
15392	OTH
15393	OTH
15394	OTH
15395	OTH
15396	OTH
15397	OTH
15398	OTH
15399	OTH
15400	OTH
15401	OTH
15402	OTH
15403	OTH
15404	OTH
15405	OTH
15406	OTH
15407	OTH
15408	OTH
15409	OTH
15410	OTH
15411	OTH
15412	OTH
15413	OTH
15414	OTH
15415	OTH
15416	OTH
15417	OTH
15418	OTH
15419	OTH
15420	OTH
15421	OTH
15422	OTH
15423	OTH
15424	OTH
15425	OTH
15426	OTH
15427	OTH
15428	OTH
15429	OTH
15430	OTH
15431	OTH
15432	OTH
15433	OTH
15434	OTH
15435	OTH
15436	OTH
15437	OTH
15438	OTH
15439	OTH
15440	OTH
15441	OTH
15442	OTH
15443	OTH
15444	OTH
15445	OTH
15446	OTH
15447	OTH
15448	OTH
15449	OTH
15450	OTH
15451	OTH
15452	OTH
15453	OTH
15454	OTH
15455	OTH
15456	OTH
15457	OTH
15458	OTH
15459	OTH
15460	OTH
15461	OTH
15462	OTH
15463	OTH
15464	OTH
15465	OTH
15466	OTH
15467	OTH
